N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1.0,삼성전자,53700.0,상승  100,+0.19%,100.0,53500.0,54100.0,53200.0
2.0,SK하이닉스,174500.0,"상승  4,400",+2.59%,5000.0,170100.0,176000.0,170000.0
3.0,LG에너지솔루션,348000.0,"상승  3,500",+1.02%,500.0,341000.0,350500.0,340500.0
4.0,삼성바이오로직스,934000.0,"하락  3,000",-0.32%,2500.0,933000.0,940000.0,920000.0
5.0,현대차,215000.0,"하락  2,500",-1.15%,5000.0,217000.0,217500.0,213500.0
6.0,기아,100900.0,"하락  2,000",-1.94%,5000.0,101100.0,101800.0,100000.0
7.0,셀트리온,180400.0,"하락  2,500",-1.37%,1000.0,183200.0,185800.0,176800.0
8.0,삼성전자우,44800.0,상승  150,+0.34%,100.0,44500.0,44900.0,44300.0
9.0,KB금융,85000.0,하락  500,-0.58%,5000.0,84500.0,85500.0,84300.0
10.0,NAVER,197700.0,"하락  2,200",-1.10%,100.0,198700.0,200500.0,195500.0
11.0,HD현대중공업,289500.0,"하락  8,500",-2.85%,5000.0,297000.0,298500.0,284000.0
12.0,신한지주,48350.0,하락  550,-1.12%,5000.0,48450.0,48900.0,48000.0
13.0,현대모비스,236500.0,"하락  5,500",-2.27%,5000.0,240500.0,243000.0,234500.0
14.0,고려아연,1027000.0,"하락  192,000",-15.75%,5000.0,1220000.0,1228000.0,1027000.0
15.0,POSCO홀딩스,253500.0,"하락  2,500",-0.98%,5000.0,253500.0,259500.0,250000.0
16.0,삼성물산,115800.0,"하락  1,800",-1.53%,100.0,116100.0,116900.0,115000.0
17.0,삼성생명,97200.0,"하락  3,300",-3.28%,500.0,97400.0,98300.0,96300.0
18.0,메리츠금융지주,101500.0,"상승  2,500",+2.53%,500.0,98600.0,101800.0,98600.0
19.0,LG화학,247000.0,"하락  1,000",-0.40%,5000.0,244000.0,250000.0,242000.0
20.0,삼성화재,365000.0,"하락  5,000",-1.35%,500.0,364500.0,369000.0,361000.0
21.0,카카오,38850.0,상승  300,+0.78%,100.0,38550.0,39400.0,38350.0
22.0,삼성SDI,248000.0,"상승  1,000",+0.40%,5000.0,245500.0,250000.0,242500.0
23.0,SK이노베이션,111000.0,"하락  1,500",-1.33%,5000.0,111700.0,113700.0,110000.0
24.0,하나금융지주,57600.0,하락  700,-1.20%,5000.0,57500.0,58000.0,57100.0
25.0,HD한국조선해양,231000.0,"하락  4,500",-1.91%,5000.0,233500.0,235500.0,227500.0
26.0,HMM,17530.0,하락  490,-2.72%,5000.0,17840.0,17900.0,17500.0
27.0,크래프톤,310000.0,"상승  3,000",+0.98%,100.0,309500.0,315000.0,305500.0
28.0,한화에어로스페이스,319000.0,"하락  4,500",-1.39%,5000.0,321500.0,327500.0,318000.0
29.0,HD현대일렉트릭,391500.0,상승  500,+0.13%,5000.0,387500.0,394500.0,382500.0
30.0,LG전자,84500.0,"하락  1,200",-1.40%,5000.0,85000.0,85700.0,83700.0
31.0,KT&G,107600.0,"하락  1,700",-1.56%,5000.0,108300.0,109100.0,107000.0
32.0,한국전력,20000.0,하락  400,-1.96%,5000.0,20250.0,20350.0,19830.0
33.0,SK텔레콤,56300.0,하락  400,-0.71%,100.0,56300.0,56800.0,56100.0
34.0,LG,73400.0,하락  700,-0.94%,5000.0,73200.0,74000.0,72700.0
35.0,기업은행,14450.0,하락  230,-1.57%,5000.0,14410.0,14500.0,14340.0
36.0,우리금융지주,15390.0,하락  220,-1.41%,5000.0,15440.0,15490.0,15340.0
37.0,KT,45000.0,하락  500,-1.10%,5000.0,45000.0,45400.0,44500.0
38.0,한화오션,36900.0,하락  850,-2.25%,5000.0,37650.0,38000.0,36350.0
39.0,두산에너빌리티,17620.0,하락  240,-1.34%,5000.0,18130.0,18180.0,17430.0
40.0,포스코퓨처엠,142400.0,하락  200,-0.14%,500.0,141200.0,146200.0,139500.0
41.0,SK스퀘어,79900.0,"하락  1,000",-1.24%,100.0,80100.0,82200.0,79300.0
42.0,카카오뱅크,21600.0,하락  200,-0.92%,5000.0,21650.0,22050.0,21400.0
43.0,삼성중공업,11310.0,하락  290,-2.50%,1000.0,11600.0,11640.0,11270.0
44.0,삼성에스디에스,127800.0,"하락  1,500",-1.16%,500.0,128000.0,128700.0,125400.0
45.0,SK,135100.0,"하락  1,600",-1.17%,200.0,136400.0,137600.0,134200.0
46.0,삼성전기,124500.0,"하락  1,400",-1.11%,5000.0,125000.0,126800.0,123400.0
47.0,KODEX CD금리액티브(합성),1058490.0,상승  285,+0.03%,0.0,1058485.0,1058490.0,1058485.0
48.0,유한양행,112300.0,"하락  3,000",-2.60%,1000.0,115000.0,115700.0,111600.0
49.0,현대글로비스,117300.0,"하락  1,800",-1.51%,500.0,118600.0,118600.0,116200.0
50.0,대한항공,23300.0,하락  500,-2.10%,5000.0,23550.0,23600.0,23200.0
51.0,SK바이오팜,103800.0,상승  500,+0.48%,500.0,102600.0,106100.0,102600.0
52.0,한미반도체,83200.0,상승  700,+0.85%,100.0,82000.0,85900.0,81900.0
53.0,하이브,191700.0,"하락  3,800",-1.94%,500.0,195100.0,195500.0,190000.0
54.0,DB손해보험,104100.0,"하락  1,200",-1.14%,500.0,103200.0,105100.0,103100.0
55.0,HD현대마린솔루션,161000.0,상승  800,+0.50%,500.0,160200.0,163500.0,157400.0
56.0,TIGER 미국S&P500,22015.0,하락  40,-0.18%,0.0,22055.0,22330.0,22015.0
57.0,포스코인터내셔널,39800.0,"하락  1,550",-3.75%,5000.0,40850.0,41700.0,39600.0
58.0,TIGER CD금리투자KIS(합성),55475.0,상승  15,+0.03%,0.0,55470.0,55475.0,55470.0
59.0,HD현대,80200.0,"하락  2,400",-2.91%,1000.0,82000.0,82300.0,79700.0
60.0,S-Oil,55000.0,하락  900,-1.61%,2500.0,55100.0,55500.0,54500.0
61.0,아모레퍼시픽,105100.0,"하락  3,000",-2.78%,500.0,106900.0,108400.0,103600.0
62.0,삼양식품,759000.0,"하락  6,000",-0.78%,5000.0,759000.0,783000.0,751000.0
63.0,현대차2우B,158000.0,"하락  1,400",-0.88%,5000.0,157800.0,158800.0,156600.0
64.0,KODEX 200,32145.0,하락  90,-0.28%,0.0,32180.0,32320.0,31875.0
65.0,HD현대미포,135000.0,하락  600,-0.44%,5000.0,135600.0,136700.0,133000.0
66.0,현대로템,48750.0,하락  600,-1.22%,5000.0,49350.0,51400.0,48100.0
67.0,한국항공우주,54400.0,"하락  1,300",-2.33%,5000.0,55400.0,56100.0,53800.0
68.0,맥쿼리인프라,10830.0,하락  280,-2.52%,0.0,10750.0,10830.0,10750.0
69.0,한진칼,74400.0,하락  600,-0.80%,2500.0,74300.0,75400.0,74200.0
70.0,코웨이,67200.0,하락  600,-0.88%,500.0,67300.0,68700.0,66800.0
71.0,LS ELECTRIC,160000.0,상승  600,+0.38%,5000.0,158500.0,160900.0,154200.0
72.0,LG생활건강,307000.0,"하락  2,500",-0.81%,5000.0,309000.0,311000.0,304000.0
73.0,미래에셋증권,8100.0,하락  150,-1.82%,5000.0,8200.0,8210.0,7990.0
74.0,한국타이어앤테크놀로지,37900.0,하락  950,-2.45%,500.0,38450.0,38800.0,37600.0
75.0,LG유플러스,10670.0,하락  80,-0.74%,5000.0,10650.0,10720.0,10520.0
76.0,삼성카드,39950.0,"하락  1,000",-2.44%,5000.0,40500.0,40650.0,39800.0
77.0,LG디스플레이,9210.0,하락  160,-1.71%,5000.0,9370.0,9490.0,9180.0
78.0,NH투자증권,13950.0,하락  190,-1.34%,5000.0,13920.0,14050.0,13870.0
79.0,TIGER 미국나스닥100,141825.0,하락  665,-0.47%,0.0,142490.0,143900.0,141825.0
80.0,에코프로머티,65300.0,"하락  1,600",-2.39%,500.0,66500.0,67800.0,64900.0
81.0,LIG넥스원,206500.0,"하락  4,000",-1.90%,5000.0,210000.0,214000.0,204500.0
82.0,넷마블,51400.0,하락  900,-1.72%,100.0,52600.0,53000.0,50900.0
83.0,두산밥캣,43600.0,"하락  1,750",-3.86%,500.0,44750.0,44850.0,42600.0
84.0,KODEX KOFR금리액티브(합성),109070.0,상승  25,+0.02%,0.0,109065.0,109070.0,109065.0
85.0,두산,255000.0,"하락  1,500",-0.58%,5000.0,258000.0,267500.0,250000.0
86.0,엔씨소프트,191600.0,"하락  10,400",-5.15%,500.0,202000.0,202000.0,191200.0
87.0,한화시스템,21900.0,"하락  1,100",-4.78%,5000.0,22850.0,23100.0,21700.0
88.0,오리온,104300.0,하락  500,-0.48%,500.0,103200.0,105600.0,102900.0
89.0,SKC,106900.0,"하락  2,900",-2.64%,5000.0,108900.0,110800.0,105000.0
90.0,KODEX 머니마켓액티브,101530.0,상승  25,+0.02%,0.0,101525.0,101530.0,101525.0
91.0,삼성증권,44100.0,"하락  3,900",-8.12%,5000.0,45000.0,45600.0,43150.0
92.0,한국금융지주,70600.0,"하락  1,900",-2.62%,5000.0,71500.0,72300.0,70000.0
93.0,SK바이오사이언스,49950.0,상승  700,+1.42%,500.0,49350.0,49950.0,49000.0
94.0,LG이노텍,162600.0,"하락  4,100",-2.46%,5000.0,165800.0,169000.0,161500.0
95.0,CJ제일제당,255500.0,"하락  5,500",-2.11%,5000.0,258500.0,260000.0,251500.0
96.0,GS,39850.0,"하락  1,150",-2.80%,5000.0,40550.0,40850.0,39650.0
97.0,현대차우,153600.0,"하락  1,800",-1.16%,5000.0,153900.0,155300.0,152800.0
98.0,시프트업,62700.0,"상승  1,800",+2.96%,200.0,61400.0,63000.0,60600.0
99.0,효성중공업,386500.0,"하락  3,000",-0.77%,5000.0,391000.0,397000.0,386000.0
100.0,카카오페이,26550.0,상승  600,+2.31%,500.0,26000.0,27050.0,25850.0
101.0,KODEX 미국S&P500TR,20190.0,하락  25,-0.12%,0.0,20220.0,20485.0,20190.0
102.0,TIGER KOFR금리액티브(합성),107585.0,상승  25,+0.02%,0.0,107580.0,107585.0,107575.0
103.0,한미약품,273000.0,"하락  2,000",-0.73%,2500.0,276000.0,283000.0,270000.0
104.0,현대오토에버,126600.0,하락  900,-0.71%,500.0,127400.0,128600.0,125600.0
105.0,강원랜드,16160.0,하락  500,-3.00%,500.0,16460.0,16510.0,16140.0
106.0,BNK금융지주,10420.0,하락  170,-1.61%,5000.0,10450.0,10490.0,10240.0
107.0,두산로보틱스,50700.0,"하락  1,500",-2.87%,500.0,52500.0,52800.0,50100.0
108.0,TIGER 미국테크TOP10 INDXX,26175.0,하락  155,-0.59%,0.0,26280.0,26555.0,26175.0
109.0,삼성E&A,16500.0,하락  120,-0.72%,5000.0,16500.0,16630.0,16360.0
110.0,JB금융지주,16340.0,하락  250,-1.51%,5000.0,16360.0,16430.0,16160.0
111.0,한국가스공사,34150.0,하락  950,-2.71%,5000.0,34450.0,35050.0,33850.0
112.0,LS,93300.0,"하락  2,500",-2.61%,5000.0,95500.0,95800.0,91100.0
113.0,키움증권,117300.0,"하락  11,600",-9.00%,5000.0,121900.0,122900.0,117200.0
114.0,엘앤에프,82400.0,"하락  3,100",-3.63%,500.0,84900.0,86300.0,82100.0
115.0,CJ,101300.0,하락  800,-0.78%,5000.0,102000.0,103300.0,100400.0
116.0,포스코DX,18960.0,하락  300,-1.56%,500.0,19200.0,19490.0,18940.0
117.0,현대건설,25500.0,하락  250,-0.97%,5000.0,25600.0,25850.0,25200.0
118.0,KODEX 종합채권(AA-이상)액티브,115965.0,상승  120,+0.10%,0.0,115970.0,115980.0,115470.0
119.0,현대제철,21100.0,하락  250,-1.17%,5000.0,21050.0,21450.0,20900.0
120.0,TIGER 미국필라델피아반도체나스닥,19890.0,하락  80,-0.40%,0.0,20005.0,20185.0,19890.0
121.0,한화솔루션,15450.0,하락  510,-3.20%,5000.0,15960.0,15980.0,15220.0
122.0,동서,26550.0,하락  450,-1.67%,500.0,26700.0,26800.0,25900.0
123.0,롯데케미칼,60500.0,하락  500,-0.82%,5000.0,60400.0,61200.0,59800.0
124.0,금호석유,89100.0,"하락  1,700",-1.87%,5000.0,90100.0,90800.0,88300.0
125.0,휠라홀딩스,39850.0,하락  850,-2.09%,1000.0,40400.0,40650.0,39850.0
126.0,농심,383500.0,"상승  3,500",+0.92%,5000.0,381500.0,387500.0,378500.0
127.0,롯데지주,22000.0,"하락  1,150",-4.97%,200.0,22700.0,22700.0,21600.0
128.0,KODEX 레버리지,13995.0,하락  85,-0.60%,0.0,13985.0,14140.0,13765.0
129.0,에스원,59600.0,"하락  3,100",-4.94%,500.0,61100.0,62000.0,59300.0
130.0,KODEX 200TR,11285.0,하락  40,-0.35%,0.0,11315.0,11335.0,11195.0
131.0,현대해상,25100.0,하락  350,-1.38%,500.0,25150.0,25350.0,24300.0
132.0,한화생명,2500.0,하락  30,-1.19%,5000.0,2515.0,2545.0,2480.0
133.0,한온시스템,4005.0,하락  165,-3.96%,100.0,4130.0,4135.0,3990.0
134.0,현대엘리베이,54000.0,"하락  4,600",-7.85%,5000.0,55500.0,55900.0,52800.0
135.0,대한전선,11260.0,하락  310,-2.68%,1000.0,11570.0,11570.0,11210.0
136.0,KCC,233000.0,상승  500,+0.22%,5000.0,230500.0,236000.0,230500.0
137.0,F&F,53600.0,하락  400,-0.74%,100.0,53100.0,54500.0,53000.0
138.0,한전기술,53500.0,"하락  1,000",-1.83%,200.0,53800.0,54400.0,52700.0
139.0,TIGER MSCI Korea TR,13490.0,상승  5,+0.04%,0.0,13490.0,13515.0,13355.0
140.0,한화,26950.0,"하락  1,000",-3.58%,5000.0,27600.0,27750.0,26600.0
141.0,한전KPS,44450.0,"하락  2,250",-4.82%,200.0,45250.0,45250.0,43750.0
142.0,산일전기,65700.0,"하락  2,200",-3.24%,500.0,66800.0,68400.0,64600.0
143.0,한미사이언스,29150.0,하락  300,-1.02%,500.0,29650.0,30200.0,29000.0
144.0,제일기획,17200.0,"하락  1,380",-7.43%,200.0,17750.0,17800.0,17050.0
145.0,녹십자,169100.0,"하락  2,300",-1.34%,5000.0,170500.0,173300.0,169000.0
146.0,TIGER 미국배당다우존스,12950.0,상승  30,+0.23%,0.0,12955.0,13095.0,12935.0
147.0,CJ대한통운,85700.0,"상승  4,500",+5.54%,5000.0,86500.0,91000.0,85200.0
148.0,RISE 머니마켓액티브,53470.0,상승  20,+0.04%,0.0,53455.0,53470.0,53455.0
149.0,HL만도,41000.0,"하락  1,400",-3.30%,1000.0,42100.0,42500.0,40900.0
150.0,TIGER 200,32190.0,하락  105,-0.33%,0.0,32275.0,32375.0,31925.0
151.0,이마트,68100.0,"하락  7,400",-9.80%,5000.0,76000.0,76100.0,67000.0
152.0,더존비즈온,62000.0,"하락  1,800",-2.82%,500.0,63800.0,64200.0,60900.0
153.0,에이피알,49000.0,"하락  1,200",-2.39%,100.0,49600.0,50300.0,48750.0
154.0,SK가스,202000.0,하락  500,-0.25%,5000.0,202500.0,204500.0,199300.0
155.0,영원무역,41450.0,"하락  1,150",-2.70%,500.0,42250.0,42400.0,41100.0
156.0,TIGER 차이나전기차SOLACTIVE,9610.0,상승  70,+0.73%,0.0,9545.0,9750.0,9545.0
157.0,KODEX CD1년금리플러스액티브(합성),1021815.0,상승  270,+0.03%,0.0,1021815.0,1021815.0,1021810.0
158.0,ACE 미국30년국채액티브(H),7870.0,상승  30,+0.38%,0.0,7860.0,7870.0,7845.0
159.0,KODEX 미국나스닥100TR,21315.0,하락  70,-0.33%,0.0,21340.0,21585.0,21295.0
160.0,BGF리테일,102600.0,"하락  2,800",-2.66%,1000.0,104800.0,105400.0,102500.0
161.0,이수페타시스,27900.0,하락  300,-1.06%,1000.0,27800.0,29600.0,27750.0
162.0,팬오션,3285.0,하락  85,-2.52%,1000.0,3335.0,3335.0,3255.0
163.0,한올바이오파마,33550.0,하락  550,-1.61%,500.0,34100.0,34600.0,33100.0
164.0,씨에스윈드,41550.0,"하락  1,700",-3.93%,500.0,42500.0,42850.0,40900.0
165.0,아모레G,21000.0,하락  600,-2.78%,500.0,21600.0,21650.0,20800.0
166.0,코스맥스,148700.0,"하락  3,300",-2.17%,500.0,152000.0,153300.0,147800.0
167.0,코스모신소재,51600.0,하락  700,-1.34%,1000.0,52000.0,53400.0,50800.0
168.0,KODEX 단기채권PLUS,112985.0,상승  5,0.00%,0.0,112955.0,112995.0,112955.0
169.0,ACE 미국S&P500,22240.0,하락  45,-0.20%,0.0,22285.0,22575.0,22240.0
170.0,한국앤컴퍼니,17420.0,하락  300,-1.69%,500.0,17510.0,17830.0,17040.0
171.0,KODEX 코스닥150레버리지,6420.0,하락  145,-2.21%,0.0,6545.0,6640.0,6310.0
172.0,오뚜기,400500.0,"하락  7,000",-1.72%,5000.0,403500.0,406000.0,399000.0
173.0,SK아이이테크놀로지,22500.0,하락  300,-1.32%,1000.0,22750.0,23050.0,22250.0
174.0,코리안리,8120.0,보합0,0.00%,500.0,8050.0,8140.0,7900.0
175.0,한화인더스트리얼솔루션즈,31150.0,상승  550,+1.80%,500.0,30150.0,32100.0,29700.0
176.0,한화엔진,18720.0,하락  90,-0.48%,1000.0,18800.0,18950.0,18240.0
177.0,롯데쇼핑,55000.0,"하락  2,400",-4.18%,5000.0,56500.0,56500.0,54700.0
178.0,GS건설,17520.0,하락  210,-1.18%,5000.0,17680.0,17700.0,17350.0
179.0,호텔신라,36850.0,하락  700,-1.86%,5000.0,37700.0,37700.0,36700.0
180.0,동원산업,39700.0,보합0,0.00%,1000.0,39700.0,39750.0,39000.0
181.0,대웅제약,122300.0,"하락  1,200",-0.97%,2500.0,122600.0,125200.0,121600.0
182.0,DB하이텍,31700.0,"하락  1,350",-4.08%,5000.0,33000.0,33250.0,31700.0
183.0,DGB금융지주,8320.0,하락  120,-1.42%,5000.0,8360.0,8420.0,8290.0
184.0,GS리테일,16780.0,하락  510,-2.95%,1000.0,17210.0,17380.0,16710.0
185.0,에스엘,30200.0,"하락  1,450",-4.58%,500.0,31200.0,31300.0,30050.0
186.0,풍산,49750.0,"하락  1,550",-3.02%,5000.0,50900.0,51300.0,49500.0
187.0,하이트진로,19700.0,하락  950,-4.60%,5000.0,19990.0,20050.0,19600.0
188.0,금호타이어,4695.0,하락  155,-3.20%,5000.0,4845.0,4850.0,4640.0
189.0,RISE 종합채권(A-이상)액티브,107395.0,하락  115,-0.11%,0.0,107460.0,107470.0,107000.0
190.0,HD현대인프라코어,6890.0,하락  40,-0.58%,1000.0,6890.0,6910.0,6770.0
191.0,대우건설,3160.0,하락  75,-2.32%,5000.0,3205.0,3225.0,3140.0
192.0,일진전기,27400.0,하락  150,-0.54%,1000.0,27100.0,27900.0,27000.0
193.0,TIGER 25-10 회사채(A+이상)액티브,54080.0,상승  10,+0.02%,0.0,54085.0,54090.0,54070.0
194.0,ACE 미국나스닥100,24400.0,하락  80,-0.33%,0.0,24465.0,24730.0,24400.0
195.0,경동나비엔,89000.0,"상승  2,500",+2.89%,1000.0,86500.0,90000.0,84700.0
196.0,금양,20250.0,하락  300,-1.46%,500.0,20300.0,21450.0,20000.0
197.0,신세계,131400.0,"하락  2,000",-1.50%,5000.0,136000.0,137100.0,130700.0
198.0,한국콜마,53900.0,"하락  1,100",-2.00%,500.0,55000.0,55300.0,53700.0
199.0,에스디바이오센서,10150.0,하락  150,-1.46%,500.0,10400.0,10400.0,10060.0
200.0,SK리츠,4600.0,상승  20,+0.44%,500.0,4595.0,4600.0,4360.0
201.0,신영증권,76300.0,"하락  1,200",-1.55%,5000.0,76700.0,77200.0,75900.0
202.0,DL이앤씨,31800.0,하락  600,-1.85%,5000.0,32350.0,32500.0,31500.0
203.0,LG화학우,157400.0,상승  200,+0.13%,5000.0,156800.0,157900.0,154500.0
204.0,KODEX 200선물인버스2X,2565.0,상승  20,+0.79%,0.0,2560.0,2610.0,2535.0
205.0,대웅,20450.0,하락  450,-2.15%,500.0,20700.0,20900.0,20250.0
206.0,HDC현대산업개발,17980.0,하락  180,-0.99%,5000.0,18120.0,18120.0,17790.0
207.0,동원시스템즈,40600.0,상승  450,+1.12%,5000.0,40150.0,41000.0,39750.0
208.0,TIGER 미국30년국채커버드콜액티브(H),8460.0,상승  10,+0.12%,0.0,8470.0,8475.0,8460.0
209.0,영원무역홀딩스,84900.0,"상승  1,300",+1.56%,500.0,85800.0,85800.0,83000.0
210.0,종근당,87500.0,"하락  2,200",-2.45%,2500.0,89700.0,90300.0,86600.0
211.0,더블유게임즈,53000.0,"하락  1,300",-2.39%,500.0,54100.0,54300.0,52600.0
212.0,한샘,48400.0,"하락  4,100",-7.81%,1000.0,50400.0,51000.0,48200.0
213.0,OCI홀딩스,59400.0,"하락  3,500",-5.56%,5000.0,60800.0,61900.0,59100.0
214.0,KODEX 코스닥150,11055.0,하락  125,-1.12%,0.0,11165.0,11260.0,10970.0
215.0,RISE 200,32405.0,하락  85,-0.26%,0.0,32490.0,32545.0,32120.0
216.0,현대백화점,48300.0,상승  150,+0.31%,5000.0,48000.0,48550.0,46950.0
217.0,한솔케미칼,96300.0,"하락  1,100",-1.13%,5000.0,96900.0,100500.0,95600.0
218.0,롯데에너지머티리얼즈,23600.0,하락  300,-1.26%,500.0,23650.0,24200.0,23200.0
219.0,롯데렌탈,29900.0,하락  750,-2.45%,5000.0,30500.0,30500.0,29500.0
220.0,DN오토모티브,18250.0,하락  350,-1.88%,100.0,18600.0,18740.0,18010.0
221.0,TIGER 25-12 금융채(AA-이상),50350.0,상승  5,+0.01%,0.0,50355.0,50365.0,50350.0
222.0,HD현대건설기계,58600.0,하락  400,-0.68%,5000.0,58800.0,59300.0,57300.0
223.0,메리츠 KIS CD금리투자 ETN,53235.0,보합0,0.00%,0.0,53235.0,53235.0,53235.0
224.0,LX인터내셔널,27300.0,하락  800,-2.85%,5000.0,27650.0,27900.0,27050.0
225.0,롯데웰푸드,111300.0,"하락  2,800",-2.45%,500.0,113900.0,114200.0,110400.0
226.0,DI동일,48950.0,하락  50,-0.10%,500.0,49100.0,50500.0,44350.0
227.0,RISE CD금리액티브(합성),102715.0,상승  15,+0.01%,0.0,102700.0,102715.0,102700.0
228.0,롯데칠성,112800.0,"하락  2,100",-1.83%,500.0,114900.0,114900.0,112600.0
229.0,TIGER CD1년금리액티브(합성),1032760.0,상승  275,+0.03%,0.0,1032755.0,1032760.0,1032755.0
230.0,두산퓨얼셀,15880.0,하락  90,-0.56%,100.0,15820.0,15970.0,15600.0
231.0,현대위아,38050.0,하락  950,-2.44%,5000.0,38900.0,38950.0,37850.0
232.0,한일시멘트,14670.0,"하락  1,670",-10.22%,500.0,15600.0,15600.0,14440.0
233.0,KODEX 삼성그룹,8120.0,상승  35,+0.43%,0.0,8110.0,8145.0,8040.0
234.0,효성티앤씨,233500.0,"하락  8,000",-3.31%,5000.0,234500.0,239000.0,229500.0
235.0,롯데정밀화학,39150.0,하락  700,-1.76%,5000.0,38800.0,39850.0,38650.0
236.0,세방전지,70400.0,하락  600,-0.85%,500.0,70200.0,72300.0,69500.0
237.0,KB발해인프라,7900.0,하락  200,-2.47%,0.0,7870.0,7950.0,7750.0
238.0,KODEX 25-11 은행채(AA-이상)PLUS액티브,10385.0,상승  5,+0.05%,0.0,10375.0,10385.0,10375.0
239.0,솔루엠,19200.0,상승  140,+0.73%,500.0,19000.0,19410.0,18950.0
240.0,KODEX 25-12 은행채(AAA)액티브,101195.0,상승  25,+0.02%,0.0,101190.0,101195.0,101190.0
241.0,RISE 미국나스닥100,23555.0,하락  115,-0.49%,0.0,23595.0,23910.0,23555.0
242.0,오리온홀딩스,15170.0,하락  430,-2.76%,500.0,15400.0,15590.0,15140.0
243.0,ESR켄달스퀘어리츠,4445.0,하락  40,-0.89%,1000.0,4500.0,4500.0,4420.0
244.0,LS에코에너지,30650.0,하락  400,-1.29%,500.0,30850.0,31150.0,29700.0
245.0,KODEX 2차전지산업,12125.0,하락  90,-0.74%,0.0,12110.0,12320.0,11940.0
246.0,미래에셋생명,5270.0,하락  50,-0.94%,5000.0,5320.0,5340.0,5270.0
247.0,SK네트웍스,4165.0,하락  145,-3.36%,2500.0,4250.0,4270.0,4140.0
248.0,LX세미콘,56600.0,"하락  2,200",-3.74%,500.0,57900.0,58300.0,56200.0
249.0,이수스페셜티케미컬,30300.0,"하락  1,400",-4.42%,1000.0,31700.0,32400.0,30050.0
250.0,TIGER 미국배당다우존스타겟커버드콜2호,10935.0,보합0,0.00%,0.0,10955.0,11080.0,10935.0
251.0,롯데리츠,3140.0,하락  60,-1.87%,500.0,3070.0,3160.0,3070.0
252.0,미원상사,188000.0,"하락  1,500",-0.79%,500.0,189500.0,191900.0,187700.0
253.0,하나투어,55500.0,"하락  1,300",-2.29%,500.0,56600.0,56600.0,55300.0
254.0,CJ CGV,5370.0,하락  50,-0.92%,500.0,5440.0,5470.0,5340.0
255.0,보령,10210.0,하락  60,-0.58%,500.0,10250.0,10430.0,10170.0
256.0,파라다이스,9590.0,하락  140,-1.44%,500.0,9730.0,9790.0,9550.0
257.0,삼성화재우,271500.0,"하락  2,000",-0.73%,500.0,272500.0,272500.0,267000.0
258.0,TIGER 2차전지테마,14915.0,하락  85,-0.57%,0.0,14950.0,15150.0,14665.0
259.0,프레스티지바이오파마,14200.0,하락  340,-2.34%,0.0,14500.0,14540.0,14160.0
260.0,KODEX MSCI Korea TR,10725.0,하락  10,-0.09%,0.0,10725.0,10765.0,10625.0
261.0,HD현대마린엔진,24500.0,하락  400,-1.61%,2500.0,24700.0,25200.0,24100.0
262.0,대신증권,16350.0,하락  290,-1.74%,5000.0,16450.0,16450.0,16110.0
263.0,SOL 종합채권(AA-이상)액티브,112265.0,하락  25,-0.02%,0.0,111960.0,112495.0,111960.0
264.0,쿠쿠홀딩스,23150.0,하락  950,-3.94%,100.0,24000.0,24050.0,23050.0
265.0,다우기술,17780.0,하락  230,-1.28%,500.0,17820.0,17940.0,17590.0
266.0,녹십자홀딩스,16890.0,하락  700,-3.98%,500.0,17480.0,17660.0,16880.0
267.0,빙그레,80100.0,"하락  1,600",-1.96%,5000.0,81700.0,81900.0,79900.0
268.0,이노션,19630.0,하락  520,-2.58%,500.0,20000.0,20100.0,19480.0
269.0,RISE 미국S&P500,19205.0,하락  20,-0.10%,0.0,19240.0,19480.0,19205.0
270.0,SK케미칼,45400.0,상승  900,+2.02%,5000.0,44600.0,45400.0,43950.0
271.0,HS효성첨단소재,174600.0,"하락  8,900",-4.85%,5000.0,180500.0,182800.0,173100.0
272.0,현대지에프홀딩스,4990.0,하락  70,-1.38%,500.0,5060.0,5060.0,4890.0
273.0,SOL 미국배당다우존스,11875.0,상승  10,+0.08%,0.0,11900.0,12035.0,11875.0
274.0,대덕전자,15670.0,상승  530,+3.50%,500.0,15080.0,16560.0,15080.0
275.0,하나 CD금리투자 ETN,102820.0,보합0,0.00%,0.0,102820.0,102820.0,102820.0
276.0,효성,45950.0,"하락  4,550",-9.01%,5000.0,48600.0,48600.0,45750.0
277.0,ACE 테슬라밸류체인액티브,20010.0,하락  440,-2.15%,0.0,20015.0,20110.0,19875.0
278.0,SK오션플랜트,12920.0,하락  440,-3.29%,500.0,13100.0,13290.0,12770.0
279.0,코오롱인더,27750.0,"하락  1,650",-5.61%,5000.0,28650.0,28900.0,27750.0
280.0,아시아나항공,10180.0,상승  150,+1.50%,5000.0,10040.0,10210.0,9950.0
281.0,TIGER 단기통안채,109205.0,상승  25,+0.02%,0.0,109160.0,109205.0,109160.0
282.0,미원에스씨,149300.0,하락  700,-0.47%,500.0,150000.0,151300.0,148500.0
283.0,N2 KIS CD금리투자 ETN,53265.0,상승  20,+0.04%,0.0,53255.0,53265.0,53255.0
284.0,한화투자증권,3470.0,하락  60,-1.70%,5000.0,3465.0,3495.0,3390.0
285.0,KG모빌리티,3785.0,하락  30,-0.79%,5000.0,3775.0,3835.0,3675.0
