N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1128.0,HANARO 25-12 은행채(AA+이상)액티브,10075.0,보합0,0.00%,0.0,10075.0,10085.0,10075.0
1129.0,ACE 구글밸류체인액티브,11700.0,상승  125,+1.08%,0.0,11675.0,11845.0,11575.0
1130.0,미래에셋 -1.5X 천연가스 선물 ETN,24325.0,상승  160,+0.66%,0.0,25070.0,25720.0,24325.0
1131.0,미래에셋 홍콩H 선물 ETN(H),12135.0,하락  55,-0.45%,0.0,12070.0,12135.0,12070.0
1132.0,TIGER 현대차그룹+펀더멘털,26515.0,하락  380,-1.41%,0.0,26720.0,26780.0,26320.0
1133.0,대림B&Co,3610.0,하락  140,-3.73%,1000.0,3745.0,3745.0,3525.0
1134.0,미래에셋증권우,4275.0,하락  115,-2.62%,5000.0,4365.0,4390.0,4245.0
1135.0,명문제약,1758.0,하락  49,-2.71%,500.0,1800.0,1809.0,1745.0
1136.0,DSR,3705.0,하락  225,-5.73%,500.0,3930.0,3970.0,3685.0
1137.0,KODEX 차이나H레버리지(H),2090.0,상승  15,+0.72%,0.0,2075.0,2090.0,2050.0
1138.0,RISE 미국S&P500(H),14735.0,하락  45,-0.30%,0.0,14775.0,14775.0,14725.0
1139.0,HANARO Fn K-POP&미디어,6745.0,하락  200,-2.88%,0.0,6860.0,6890.0,6665.0
1140.0,한솔로지스틱스,2070.0,하락  50,-2.36%,500.0,2115.0,2115.0,2055.0
1141.0,RISE 고배당,13060.0,하락  80,-0.61%,0.0,13075.0,13085.0,12970.0
1142.0,금비,57900.0,"하락  1,400",-2.36%,5000.0,59000.0,59200.0,57200.0
1143.0,KOSEF 미국양자컴퓨팅,10520.0,상승  240,+2.33%,0.0,10575.0,10725.0,10515.0
1144.0,RISE 대형고배당10TR,17800.0,상승  30,+0.17%,0.0,17740.0,17870.0,17675.0
1145.0,ACE 마이크로소프트밸류체인액티브,12695.0,하락  45,-0.35%,0.0,12555.0,12855.0,12555.0
1146.0,KODEX 반도체레버리지,7490.0,상승  80,+1.08%,0.0,7405.0,7730.0,7385.0
1147.0,성안머티리얼스,698.0,하락  7,-0.99%,500.0,687.0,742.0,685.0
1148.0,화승알앤에이,3015.0,하락  85,-2.74%,500.0,3060.0,3095.0,2975.0
1149.0,화천기공,26000.0,하락  900,-3.35%,5000.0,25700.0,26200.0,25700.0
1150.0,인팩,5720.0,하락  170,-2.89%,500.0,5840.0,5890.0,5660.0
1151.0,비상교육,4400.0,상승  35,+0.80%,500.0,4275.0,4580.0,4170.0
1152.0,TIGER 미국나스닥바이오,23585.0,상승  50,+0.21%,0.0,23670.0,23885.0,23550.0
1153.0,아모레G우,8850.0,하락  40,-0.45%,500.0,9000.0,9000.0,8800.0
1154.0,TIGER 조선TOP10,12660.0,하락  270,-2.09%,0.0,12930.0,12930.0,12490.0
1155.0,티에이치엔,3160.0,하락  55,-1.71%,500.0,3210.0,3210.0,3110.0
1156.0,대구백화점,5250.0,하락  150,-2.78%,5000.0,5310.0,5430.0,5220.0
1157.0,씨아이테크,1130.0,보합0,0.00%,500.0,1130.0,1138.0,1116.0
1158.0,KODEX TRF5050,16155.0,하락  105,-0.65%,0.0,16240.0,16260.0,16145.0
1159.0,TIGER 골드선물(H),17075.0,상승  45,+0.26%,0.0,17070.0,17100.0,17045.0
1160.0,STX그린로지스,7840.0,하락  30,-0.38%,2500.0,7870.0,7950.0,7670.0
1161.0,SH에너지화학,503.0,하락  13,-2.52%,500.0,523.0,523.0,500.0
1162.0,RISE 미국달러SOFR금리액티브(합성),12010.0,보합0,0.00%,0.0,12030.0,12175.0,12010.0
1163.0,SOL 한국형글로벌반도체액티브,18960.0,하락  115,-0.60%,0.0,18985.0,19250.0,18960.0
1164.0,이건산업,5080.0,하락  120,-2.31%,5000.0,5180.0,5180.0,5050.0
1165.0,서울식품,148.0,하락  3,-1.99%,100.0,152.0,153.0,147.0
1166.0,화천기계,2520.0,상승  20,+0.80%,500.0,2475.0,2535.0,2475.0
1167.0,대유에이텍,1177.0,하락  32,-2.65%,500.0,1187.0,1209.0,1164.0
1168.0,ACE 인도컨슈머파워액티브,10665.0,상승  75,+0.71%,0.0,10770.0,10840.0,10605.0
1169.0,케이비아이동국실업,490.0,하락  5,-1.01%,500.0,490.0,495.0,478.0
1170.0,ACE 단기채권알파액티브,108880.0,상승  25,+0.02%,0.0,108865.0,108880.0,108855.0
1171.0,하이스틸,2690.0,하락  60,-2.18%,500.0,2700.0,2780.0,2680.0
1172.0,서원,1139.0,하락  17,-1.47%,500.0,1141.0,1155.0,1128.0
1173.0,선도전기,3000.0,보합0,0.00%,500.0,0.0,0.0,0.0
1174.0,조비,10390.0,하락  360,-3.35%,5000.0,10750.0,10750.0,10210.0
1175.0,PLUS 단기채권액티브,115535.0,상승  5,0.00%,0.0,115530.0,115535.0,115530.0
1176.0,TIGER 코스닥150 레버리지,7180.0,하락  160,-2.18%,0.0,7340.0,7430.0,7060.0
1177.0,다이나믹디자인,1546.0,하락  20,-1.28%,500.0,1565.0,1588.0,1515.0
1178.0,신한 레버리지 코스닥 150 선물 ETN,21350.0,하락  550,-2.51%,0.0,21850.0,22050.0,21000.0
1179.0,플레이그램,351.0,하락  2,-0.57%,100.0,347.0,358.0,342.0
1180.0,다스코,2825.0,하락  45,-1.57%,500.0,2820.0,2870.0,2775.0
1181.0,갤럭시아에스엠,1927.0,하락  24,-1.23%,500.0,1931.0,2020.0,1892.0
1182.0,삼화전자,3130.0,상승  60,+1.95%,1000.0,3375.0,3795.0,3130.0
1183.0,한투 레버리지일본니케이225선물 ETN(H),21025.0,상승  800,+3.96%,0.0,20530.0,21155.0,20520.0
1184.0,마니커,827.0,하락  10,-1.19%,500.0,832.0,846.0,825.0
1185.0,코오롱인더우,18820.0,"하락  1,060",-5.33%,5000.0,19100.0,19140.0,18800.0
1186.0,TIGER 차이나전기차레버리지(합성),6325.0,상승  25,+0.40%,0.0,6330.0,6505.0,6260.0
1187.0,대신 S&P 인버스 2X 천연가스 선물 ETN,51705.0,상승  445,+0.87%,0.0,53580.0,55350.0,51650.0
1188.0,천일고속,36150.0,하락  300,-0.82%,5000.0,35700.0,36250.0,35700.0
1189.0,씨티알모빌리티,5970.0,하락  50,-0.83%,500.0,5820.0,6020.0,5820.0
1190.0,한솔홈데코,638.0,하락  3,-0.47%,1000.0,640.0,647.0,622.0
1191.0,롯데칠성우,66100.0,"하락  1,400",-2.07%,500.0,67000.0,67000.0,65900.0
1192.0,하나 Solactive US Tech Top 10 ETN(H),25585.0,보합0,0.00%,0.0,25585.0,25585.0,25585.0
1193.0,삼성 미국 대형 성장주 ETN(H),25580.0,보합0,0.00%,0.0,25580.0,25580.0,25580.0
1194.0,SOL 미국TOP5채권혼합40 Solactive,13825.0,하락  25,-0.18%,0.0,13890.0,13890.0,13800.0
1195.0,에셋플러스 글로벌플랫폼액티브,14205.0,하락  100,-0.70%,0.0,14300.0,14385.0,13900.0
1196.0,한일철강,1915.0,상승  5,+0.26%,500.0,1900.0,1930.0,1882.0
1197.0,RISE 미국배당100데일리고정커버드콜,10220.0,상승  35,+0.34%,0.0,10145.0,10345.0,10145.0
1198.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),51005.0,상승  305,+0.60%,0.0,52690.0,54235.0,50860.0
1199.0,DSR제강,3530.0,하락  140,-3.81%,500.0,3695.0,3710.0,3505.0
1200.0,RISE 글로벌원자력,19490.0,보합0,0.00%,0.0,19505.0,19595.0,19445.0
1201.0,성보화학,2530.0,하락  55,-2.13%,500.0,2565.0,2565.0,2460.0
1202.0,신한 인버스 2X WTI원유 선물 ETN(H),80.0,상승  2,+2.56%,0.0,79.0,80.0,78.0
1203.0,HANARO CAPEX설비투자iSelect,13665.0,하락  120,-0.87%,0.0,13845.0,13845.0,13445.0
1204.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),50520.0,상승  85,+0.17%,0.0,52620.0,53940.0,50520.0
1205.0,금호전기,897.0,상승  88,+10.88%,500.0,811.0,984.0,811.0
1206.0,삼성 레버리지 금 선물 ETN(H),50305.0,상승  360,+0.72%,0.0,50240.0,50335.0,50080.0
1207.0,SOL 미국30년국채액티브(H),8890.0,상승  45,+0.51%,0.0,8870.0,8900.0,8870.0
1208.0,미래에셋 0.5X 코스피200 선물 ETN,9990.0,보합0,0.00%,0.0,9990.0,9990.0,9990.0
1209.0,삼성 미국 대형 가치주 ETN,24940.0,상승  380,+1.55%,0.0,24780.0,25000.0,24780.0
1210.0,ACE 중장기국공채액티브,106140.0,하락  40,-0.04%,0.0,106155.0,106250.0,106070.0
1211.0,웰바이오텍,545.0,보합0,0.00%,500.0,0.0,0.0,0.0
1212.0,SOL 금융지주플러스고배당,10765.0,하락  85,-0.78%,0.0,10700.0,10780.0,10695.0
1213.0,삼성 인버스 2X 나스닥 100 ETN,9890.0,상승  160,+1.64%,0.0,9800.0,9965.0,9780.0
1214.0,KODEX TRF7030,18985.0,하락  50,-0.26%,0.0,18995.0,19115.0,18910.0
1215.0,KODEX Top10동일가중,7145.0,하락  10,-0.14%,0.0,7215.0,7215.0,7080.0
1216.0,KODEX 미국달러선물인버스,7710.0,하락  25,-0.32%,0.0,7725.0,7725.0,7610.0
1217.0,아진전자부품,996.0,하락  9,-0.90%,500.0,1007.0,1010.0,986.0
1218.0,평화산업,893.0,하락  10,-1.11%,500.0,903.0,903.0,879.0
1219.0,ACE AI반도체포커스,12250.0,상승  165,+1.37%,0.0,12085.0,12450.0,12085.0
1220.0,SOL 머니마켓액티브,50935.0,상승  5,+0.01%,0.0,50930.0,50935.0,50930.0
1221.0,부국철강,2440.0,하락  60,-2.40%,500.0,2460.0,2495.0,2415.0
1222.0,신한 레버리지 다우존스지수 선물 ETN(H),48665.0,하락  60,-0.12%,0.0,48760.0,48780.0,48665.0
1223.0,PLUS 일본반도체소부장,13145.0,상승  265,+2.06%,0.0,12880.0,13235.0,12880.0
1224.0,SJM홀딩스,3250.0,하락  160,-4.69%,500.0,3330.0,3340.0,3250.0
1225.0,삼성 레버리지 은 선물 ETN(H),16065.0,상승  185,+1.16%,0.0,16050.0,16095.0,15985.0
1226.0,유성기업,1854.0,하락  33,-1.75%,500.0,1891.0,1891.0,1844.0
1227.0,PLUS 고배당주채권혼합,12315.0,하락  80,-0.65%,0.0,12390.0,12390.0,12290.0
1228.0,미래에셋 0.5X 코스닥150 선물 ETN,9520.0,보합0,0.00%,0.0,9520.0,9520.0,9520.0
1229.0,케이탑리츠,990.0,하락  40,-3.88%,1000.0,1004.0,1004.0,980.0
1230.0,메리츠 레버리지 미국채30년 ETN(H),4750.0,상승  45,+0.96%,0.0,4740.0,4760.0,4730.0
1231.0,TIGER 차이나HSCEI,11425.0,상승  215,+1.92%,0.0,11350.0,11525.0,11350.0
1232.0,메타케어,282.0,상승  6,+2.17%,500.0,275.0,286.0,273.0
1233.0,TIGER 일본반도체FACTSET,11760.0,상승  265,+2.31%,0.0,11500.0,11895.0,11500.0
1234.0,HANARO e커머스,9370.0,하락  155,-1.63%,0.0,9510.0,9510.0,9300.0
1235.0,상상인증권,428.0,하락  5,-1.15%,1000.0,434.0,445.0,421.0
1236.0,문배철강,2260.0,하락  80,-3.42%,500.0,2300.0,2330.0,2260.0
1237.0,KODEX 미국러셀2000(H),13625.0,상승  65,+0.48%,0.0,13670.0,13690.0,13625.0
1238.0,미래에셋 미국 테크&반도체 TOP3 ETN,15440.0,상승  60,+0.39%,0.0,15460.0,15600.0,15440.0
1239.0,마이다스 코스피액티브,19285.0,하락  25,-0.13%,0.0,19320.0,19355.0,19125.0
1240.0,현대건설우,43800.0,하락  350,-0.79%,5000.0,44100.0,44100.0,43700.0
1241.0,N2 S&P500 버퍼10% 9월 ETN,15380.0,보합0,0.00%,0.0,15380.0,15380.0,15380.0
1242.0,KOSEF 미국나스닥100(H),17670.0,하락  130,-0.73%,0.0,17785.0,17785.0,17665.0
1243.0,RISE 국고채3년,109530.0,상승  35,+0.03%,0.0,109455.0,109530.0,109250.0
1244.0,KODEX 인도타타그룹,10520.0,상승  50,+0.48%,0.0,10395.0,10625.0,10395.0
1245.0,우성,14800.0,하락  190,-1.27%,5000.0,14870.0,14920.0,14700.0
1246.0,미래에셋 레버리지 코스피200 선물 ETN,22745.0,하락  160,-0.70%,0.0,22825.0,22915.0,22365.0
1247.0,ACE 5월만기자동연장회사채AA-이상액티브,10370.0,상승  5,+0.05%,0.0,10365.0,10370.0,10365.0
1248.0,SJM,2895.0,하락  155,-5.08%,500.0,2975.0,2985.0,2850.0
1249.0,신풍,1288.0,하락  119,-8.46%,500.0,1352.0,1379.0,1200.0
1250.0,영화금속,871.0,하락  27,-3.01%,500.0,889.0,889.0,851.0
1251.0,RISE 버크셔포트폴리오TOP10,13180.0,상승  75,+0.57%,0.0,13130.0,13310.0,13125.0
1252.0,삼성 레버리지 나스닥 100 ETN,44705.0,하락  415,-0.92%,0.0,45040.0,45425.0,44705.0
1253.0,에쓰씨엔지니어링,1273.0,하락  22,-1.70%,500.0,1289.0,1299.0,1242.0
1254.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,14830.0,상승  190,+1.30%,0.0,14740.0,14855.0,14735.0
1255.0,DL이앤씨2우(전환),21000.0,하락  350,-1.64%,5000.0,21350.0,21350.0,20850.0
1256.0,KB 천연가스 선물 ETN(H),4425.0,하락  20,-0.45%,0.0,4350.0,4425.0,4285.0
1257.0,시디즈,22050.0,하락  950,-4.13%,500.0,22950.0,22950.0,22050.0
1258.0,HANARO Fn조선해운,15735.0,하락  255,-1.59%,0.0,15985.0,15985.0,15565.0
1259.0,윌비스,651.0,하락  39,-5.65%,1000.0,687.0,687.0,632.0
1260.0,삼성 KRX 금현물 ETN,21840.0,상승  275,+1.28%,0.0,21600.0,21880.0,21600.0
1261.0,KODEX 차이나H,20230.0,상승  105,+0.52%,0.0,20135.0,20415.0,20135.0
1262.0,KODEX 국채선물10년,69000.0,하락  20,-0.03%,0.0,68975.0,69000.0,68665.0
1263.0,KODEX 200타겟위클리커버드콜,9655.0,하락  25,-0.26%,0.0,9670.0,9690.0,9590.0
1264.0,SK디스커버리우,31900.0,상승  50,+0.16%,5000.0,31850.0,31950.0,31400.0
1265.0,한창제지,725.0,보합0,0.00%,500.0,725.0,737.0,712.0
1266.0,TIGER 레버리지,13895.0,하락  40,-0.29%,0.0,13810.0,13960.0,13575.0
1267.0,ACE 미국주식베스트셀러,18685.0,하락  330,-1.74%,0.0,18745.0,18945.0,18660.0
1268.0,영흥,424.0,상승  15,+3.67%,500.0,415.0,430.0,406.0
1269.0,한투 레버리지 금 선물 ETN,42905.0,상승  595,+1.41%,0.0,42905.0,42905.0,42905.0
1270.0,미래에셋 레버리지 코스닥150 선물 ETN,21255.0,하락  475,-2.19%,0.0,21655.0,21890.0,20885.0
1271.0,ACE 글로벌인컴TOP10 SOLACTIVE,11635.0,상승  65,+0.56%,0.0,11625.0,11745.0,11540.0
1272.0,SK케미칼우,20050.0,하락  100,-0.50%,5000.0,20150.0,20400.0,19440.0
1273.0,일진디스플,822.0,하락  6,-0.72%,500.0,828.0,836.0,780.0
1274.0,한투 코스피 양매도 3% OTM ETN,8455.0,보합0,0.00%,0.0,8455.0,8455.0,8455.0
1275.0,삼일씨엔에스,3320.0,하락  35,-1.04%,1000.0,3415.0,3415.0,3300.0
1276.0,MH에탄올,5700.0,상승  200,+3.64%,500.0,5450.0,5700.0,5290.0
1277.0,HANARO 32-10 국고채액티브,56265.0,상승  65,+0.12%,0.0,56275.0,56275.0,55955.0
1278.0,RISE AI&로봇,7740.0,하락  135,-1.71%,0.0,7850.0,7855.0,7620.0
1279.0,WON 대한민국국고채액티브,57075.0,하락  210,-0.37%,0.0,57180.0,57205.0,56905.0
1280.0,미래에셋 미국 AI TOP3 ETN,13900.0,하락  105,-0.75%,0.0,13940.0,14080.0,13900.0
1281.0,미래에셋 2X 미국 테크&반도체 TOP3 ETN,41630.0,상승  140,+0.34%,0.0,41810.0,42270.0,41630.0
1282.0,세우글로벌,1450.0,하락  89,-5.78%,500.0,1539.0,1590.0,1420.0
1283.0,미래산업,775.0,하락  13,-1.65%,500.0,781.0,791.0,767.0
1284.0,대원화성,1004.0,보합0,0.00%,500.0,1012.0,1012.0,990.0
1285.0,KOSEF 통안채1년,102835.0,상승  25,+0.02%,0.0,102835.0,102840.0,102825.0
1286.0,우진플라임,2045.0,상승  30,+1.49%,500.0,2000.0,2050.0,2000.0
1287.0,KC코트렐,636.0,상승  32,+5.30%,500.0,604.0,749.0,585.0
1288.0,계양전기,1500.0,상승  5,+0.33%,500.0,1490.0,1539.0,1476.0
1289.0,아센디오,393.0,하락  17,-4.15%,500.0,402.0,418.0,390.0
1290.0,마스턴프리미어리츠,1530.0,보합0,0.00%,1000.0,1534.0,1535.0,1526.0
1291.0,KOSEF 글로벌AI반도체,16255.0,하락  235,-1.43%,0.0,16315.0,16500.0,16255.0
1292.0,TIGER 엔비디아미국채커버드콜밸런스(합성),10155.0,상승  60,+0.59%,0.0,10095.0,10270.0,10095.0
1293.0,HANARO 원자력iSelect,17270.0,하락  70,-0.40%,0.0,17350.0,17420.0,17035.0
1294.0,TIGER 글로벌AI인프라액티브,13700.0,하락  70,-0.51%,0.0,13770.0,13950.0,13670.0
1295.0,HK 26-12 회사채(AA-이상)액티브,100060.0,상승  25,+0.02%,0.0,100060.0,100060.0,100060.0
1296.0,TIMEFOLIO 코스피액티브,8805.0,하락  20,-0.23%,0.0,8825.0,8825.0,8710.0
1297.0,KODEX 미국달러선물레버리지,17075.0,상승  90,+0.53%,0.0,17045.0,17500.0,16990.0
1298.0,모나미,2130.0,하락  30,-1.39%,1000.0,2135.0,2175.0,2100.0
1299.0,PLUS 미국채30년액티브,53295.0,상승  285,+0.54%,0.0,53620.0,54035.0,53240.0
1300.0,RISE 금융채액티브,102440.0,상승  55,+0.05%,0.0,102360.0,102440.0,102330.0
1301.0,남성,1107.0,하락  30,-2.64%,500.0,1125.0,1138.0,1103.0
1302.0,KODEX 유럽탄소배출권선물ICE(H),9960.0,상승  5,+0.05%,0.0,9990.0,9995.0,9925.0
1303.0,핸즈코퍼레이션,1823.0,하락  6,-0.33%,500.0,1880.0,1880.0,1823.0
1304.0,대림통상,2615.0,상승  60,+2.35%,1000.0,2700.0,2810.0,2580.0
1305.0,한익스프레스,3315.0,하락  35,-1.04%,500.0,3315.0,3335.0,3285.0
1306.0,RISE 글로벌리얼티인컴,10460.0,상승  30,+0.29%,0.0,10430.0,10540.0,10430.0
1307.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8290.0,하락  35,-0.42%,0.0,8335.0,8335.0,8235.0
1308.0,삼성 레버리지 S&P500 선물 ETN,38910.0,하락  105,-0.27%,0.0,39035.0,39410.0,38910.0
1309.0,파워 200,32425.0,하락  185,-0.57%,0.0,32400.0,32555.0,32205.0
1310.0,KODEX 인도Nifty50레버리지(합성),18080.0,상승  300,+1.69%,0.0,17920.0,18380.0,17905.0
1311.0,삼성 미국 대형 가치주 ETN(H),19380.0,상승  40,+0.21%,0.0,19380.0,19380.0,19380.0
1312.0,한투 인버스2X일본니케이225선물 ETN(H),15500.0,하락  655,-4.05%,0.0,16020.0,16020.0,15410.0
1313.0,KODEX 미디어&엔터테인먼트,11040.0,하락  55,-0.50%,0.0,11120.0,11125.0,10915.0
1314.0,신한 금 선물 ETN(H),19290.0,상승  70,+0.36%,0.0,19295.0,19300.0,19260.0
1315.0,TIGER 인버스,5345.0,상승  25,+0.47%,0.0,5345.0,5385.0,5310.0
1316.0,RISE 국채선물10년인버스,54610.0,상승  25,+0.05%,0.0,54670.0,54805.0,54610.0
1317.0,부산주공,486.0,보합0,0.00%,500.0,0.0,0.0,0.0
1318.0,SOL 자동차TOP3플러스,10480.0,하락  160,-1.50%,0.0,10580.0,10590.0,10425.0
1319.0,KOSEF 미국달러선물,16425.0,상승  65,+0.40%,0.0,16385.0,16610.0,16360.0
1320.0,한화솔루션우,14790.0,하락  250,-1.66%,5000.0,14700.0,15450.0,14700.0
1321.0,TIGER S&P글로벌헬스케어(합성),23195.0,상승  255,+1.11%,0.0,23325.0,23495.0,23195.0
1322.0,키움 코스피 200 TR ETN,9490.0,하락  80,-0.84%,0.0,9480.0,9495.0,9430.0
1323.0,유니드비티플러스,3575.0,하락  65,-1.79%,1000.0,3640.0,3640.0,3500.0
1324.0,유화증권우,2160.0,하락  95,-4.21%,1000.0,2185.0,2210.0,2160.0
1325.0,KODEX K-신재생에너지액티브,15680.0,하락  290,-1.82%,0.0,16025.0,16025.0,15550.0
1326.0,TIGER 글로벌클라우드컴퓨팅INDXX,13055.0,상승  55,+0.42%,0.0,13000.0,13250.0,13000.0
1327.0,ACE 삼성그룹섹터가중,13405.0,상승  25,+0.19%,0.0,13510.0,13510.0,13275.0
1328.0,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,37490.0,상승  350,+0.94%,0.0,37445.0,37490.0,37445.0
1329.0,TIGER 200 헬스케어,19120.0,하락  180,-0.93%,0.0,19315.0,19400.0,18920.0
1330.0,WON 단기국공채액티브,53070.0,상승  5,+0.01%,0.0,53080.0,53080.0,53065.0
1331.0,유안타증권우,2895.0,하락  20,-0.69%,5000.0,2880.0,2895.0,2860.0
1332.0,메리츠 미국채30년 ETN(H),7475.0,상승  35,+0.47%,0.0,7460.0,7475.0,7460.0
1333.0,평화홀딩스,2555.0,하락  45,-1.73%,500.0,2530.0,2595.0,2530.0
1334.0,신한 구리 선물 ETN(H),18675.0,상승  145,+0.78%,0.0,18610.0,18675.0,18610.0
1335.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,37315.0,하락  55,-0.15%,0.0,37485.0,37935.0,37315.0
1336.0,SUN&L,2945.0,상승  15,+0.51%,1000.0,2930.0,2990.0,2785.0
1337.0,KODEX 건설,2765.0,하락  20,-0.72%,0.0,2785.0,2785.0,2730.0
1338.0,KODEX 200IT TR,10245.0,상승  45,+0.44%,0.0,10190.0,10320.0,10180.0
1339.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,14700.0,상승  275,+1.91%,0.0,14645.0,14870.0,14620.0
1340.0,삼성 레버리지 China A50 선물 ETN(H),36585.0,상승  55,+0.15%,0.0,36665.0,36800.0,36500.0
1341.0,SOL 미국나스닥100,13425.0,하락  65,-0.48%,0.0,13465.0,13635.0,13425.0
1342.0,KODEX 미국부동산리츠(H),11880.0,상승  5,+0.04%,0.0,11915.0,11915.0,11875.0
1343.0,TIMEFOLIO 미국S&P500액티브,22840.0,하락  130,-0.57%,0.0,22970.0,23085.0,22840.0
1344.0,미래에셋 미국 자율주행대표기업 ETN,11890.0,하락  225,-1.86%,0.0,11890.0,11990.0,11890.0
1345.0,TIGER 인터넷TOP10,3680.0,하락  55,-1.47%,0.0,3740.0,3755.0,3640.0
1346.0,미래에셋 미국 방위산업 TOP3 ETN,11740.0,상승  70,+0.60%,0.0,11790.0,11795.0,11740.0
1347.0,N2 미국 IT TOP5 ETN(H),50280.0,하락  300,-0.59%,0.0,50280.0,50280.0,50280.0
1348.0,KODEX iShares미국하이일드액티브,11755.0,상승  60,+0.51%,0.0,11735.0,11885.0,11705.0
1349.0,KODEX 200ESG,12980.0,하락  10,-0.08%,0.0,12975.0,13010.0,12890.0
1350.0,에넥스,584.0,하락  7,-1.18%,500.0,584.0,613.0,567.0
1351.0,한세엠케이,1159.0,하락  26,-2.19%,500.0,1185.0,1202.0,1159.0
1352.0,PLUS 미국장기우량회사채,97395.0,상승  695,+0.72%,0.0,97400.0,98620.0,97375.0
1353.0,KODEX 고배당,10190.0,하락  120,-1.16%,0.0,10360.0,10360.0,10145.0
1354.0,삼성 China A50 선물 ETN(H),17295.0,보합0,0.00%,0.0,17295.0,17295.0,17295.0
1355.0,PLUS 미국S&P500,16370.0,하락  20,-0.12%,0.0,16390.0,16590.0,16370.0
1356.0,KoAct 글로벌AI&로봇액티브,16360.0,상승  170,+1.05%,0.0,16205.0,16500.0,16205.0
1357.0,신풍제약우,15600.0,하락  260,-1.64%,500.0,15860.0,15860.0,15500.0
1358.0,신한 레버리지 미국달러 선물 ETN,17100.0,상승  70,+0.41%,0.0,17220.0,17465.0,17100.0
1359.0,체시스,1064.0,하락  16,-1.48%,500.0,1080.0,1115.0,1060.0
1360.0,DL우,20150.0,하락  150,-0.74%,5000.0,19910.0,20200.0,19740.0
1361.0,KODEX 미국테크1조달러기업포커스,13290.0,하락  145,-1.08%,0.0,13440.0,13540.0,13290.0
1362.0,KODEX 코스피100,25030.0,하락  35,-0.14%,0.0,25060.0,25150.0,24840.0
1363.0,ACE 200TR,21060.0,보합0,0.00%,0.0,21160.0,21160.0,20835.0
1364.0,DL이앤씨우,15890.0,하락  230,-1.43%,5000.0,16120.0,16120.0,15800.0
1365.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,13400.0,하락  190,-1.40%,0.0,13445.0,13575.0,13400.0
1366.0,국보,2110.0,보합0,0.00%,500.0,0.0,0.0,0.0
1367.0,미래에셋 1.5X 천연가스 선물 ETN,13375.0,하락  250,-1.83%,0.0,13060.0,13400.0,12860.0
1368.0,N2 레버리지 금 선물 ETN(H),33285.0,상승  190,+0.57%,0.0,33285.0,33285.0,33285.0
1369.0,미래에셋 레버리지 미국 AI TOP3 ETN,33235.0,하락  555,-1.64%,0.0,33355.0,33690.0,33205.0
1370.0,KB 레버리지 FANG 플러스 ETN(H),66335.0,"하락  1,185",-1.76%,0.0,66340.0,67005.0,66335.0
1371.0,한화투자증권우,6900.0,하락  200,-2.82%,5000.0,7110.0,7110.0,6870.0
1372.0,메리츠 레버리지 금 선물 ETN(H),33115.0,상승  150,+0.46%,0.0,33150.0,33150.0,33115.0
1373.0,TIGER 유로스탁스50(합성 H),17335.0,상승  115,+0.67%,0.0,17550.0,17550.0,17230.0
1374.0,TIGER 차이나바이오테크SOLACTIVE,5795.0,하락  5,-0.09%,0.0,5790.0,5870.0,5760.0
1375.0,KODEX 한국대만IT프리미어,25190.0,상승  125,+0.50%,0.0,25085.0,25340.0,25065.0
1376.0,RISE 2차전지TOP10,8375.0,하락  95,-1.12%,0.0,8425.0,8565.0,8285.0
1377.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),32580.0,보합0,0.00%,0.0,32580.0,32580.0,32580.0
1378.0,메타랩스,1308.0,하락  14,-1.06%,2500.0,1313.0,1313.0,1273.0
1379.0,DAISHIN343 K200,32505.0,하락  45,-0.14%,0.0,32315.0,32505.0,32315.0
1380.0,WON 미국S&P500,16650.0,하락  15,-0.09%,0.0,16675.0,16870.0,16650.0
1381.0,한국전자홀딩스,693.0,하락  12,-1.70%,500.0,705.0,715.0,690.0
1382.0,KoAct 배당성장액티브,9255.0,하락  100,-1.07%,0.0,9315.0,9315.0,9200.0
1383.0,HANARO Fn K-뉴딜디지털플러스,7005.0,하락  15,-0.21%,0.0,7010.0,7010.0,6920.0
1384.0,솔루스첨단소재1우,1896.0,하락  16,-0.84%,100.0,1912.0,1922.0,1874.0
1385.0,WISCOM,2090.0,하락  75,-3.46%,500.0,2125.0,2145.0,2070.0
1386.0,SOL 미국AI반도체칩메이커,11440.0,하락  10,-0.09%,0.0,11465.0,11585.0,11425.0
1387.0,메리츠 3X 레버리지 미국채10년 ETN,53265.0,상승  605,+1.15%,0.0,53215.0,53830.0,52845.0
1388.0,RISE 컨택트대표,5830.0,하락  120,-2.02%,0.0,5920.0,5920.0,5820.0
1389.0,신한 은 선물 ETN(H),15955.0,상승  25,+0.16%,0.0,15950.0,15980.0,15945.0
1390.0,경인전자,20250.0,하락  200,-0.98%,5000.0,20100.0,20400.0,19940.0
